dataset_title,id,image_filename,organ,disease_state,oncotree_code,species,patient,st_technology,data_publication_date,license,study_link,download_page_link1,inter_spot_dist,spot_diameter,spots_under_tissue,preservation_method,nb_genes,treatment_comment,pixel_size_um_embedded,pixel_size_um_estimated,magnification,fullres_px_width,fullres_px_height,tissue,disease_comment,subseries,hest_version_added
Spatially resolved multiomics of human cardiac niches,MISC118,MISC118.tif,Heart,Healthy,,Homo sapiens,   ,Visium,,Creative Commons Attribution 4.0 International,https://www.nature.com/articles/s41586-023-06311-1#data-availability,https://www.heartcellatlas.org/,100,55,2881,Fresh Frozen,33538,,63.500127,0.7553742720328221,20x,10461,10703,sinoatrial node,,HCAHeartST13233999,v1_1_0
Spatially resolved multiomics of human cardiac niches,MISC117,MISC117.tif,Heart,Healthy,,Homo sapiens,   ,Visium,,Creative Commons Attribution 4.0 International,https://www.nature.com/articles/s41586-023-06311-1#data-availability,https://www.heartcellatlas.org/,100,55,2891,Fresh Frozen,33538,,,0.45610004557109585,40x,34560,19584,heart left ventricle,,HCAHeartST8795933,v1_1_0
Spatially resolved multiomics of human cardiac niches,MISC116,MISC116.tif,Heart,Healthy,,Homo sapiens,   ,Visium,,Creative Commons Attribution 4.0 International,https://www.nature.com/articles/s41586-023-06311-1#data-availability,https://www.heartcellatlas.org/,100,55,1831,Fresh Frozen,33538,,,0.4555796836382837,40x,34560,19584,left cardiac atrium,,HCAHeartST8795934,v1_1_0
Spatially resolved multiomics of human cardiac niches,MISC115,MISC115.tif,Heart,Healthy,,Homo sapiens,   ,Visium,,Creative Commons Attribution 4.0 International,https://www.nature.com/articles/s41586-023-06311-1#data-availability,https://www.heartcellatlas.org/,100,55,1040,Fresh Frozen,33538,,,0.45610004557109585,40x,34560,19584,left cardiac atrium,,HCAHeartST8795935,v1_1_0
Spatially resolved multiomics of human cardiac niches,MISC114,MISC114.tif,Heart,Healthy,,Homo sapiens,   ,Visium,,Creative Commons Attribution 4.0 International,https://www.nature.com/articles/s41586-023-06311-1#data-availability,https://www.heartcellatlas.org/,100,55,2177,Fresh Frozen,33538,,,0.45563547850538355,40x,34560,19584,apical region of left ventricle,,HCAHeartST8795936,v1_1_0
Spatially resolved multiomics of human cardiac niches,MISC113,MISC113.tif,Heart,Healthy,,Homo sapiens,   ,Visium,,Creative Commons Attribution 4.0 International,https://www.nature.com/articles/s41586-023-06311-1#data-availability,https://www.heartcellatlas.org/,100,55,2955,Fresh Frozen,33538,,,0.45592652515421384,40x,32832,18432,right cardiac atrium,,HCAHeartST8795937,v1_1_0
Spatially resolved multiomics of human cardiac niches,MISC112,MISC112.tif,Heart,Healthy,,Homo sapiens,   ,Visium,,Creative Commons Attribution 4.0 International,https://www.nature.com/articles/s41586-023-06311-1#data-availability,https://www.heartcellatlas.org/,100,55,1564,Fresh Frozen,33538,,,0.45572907,40x,32832,18432,interventricular septum,,HCAHeartST8795938,v1_1_0
Spatially resolved multiomics of human cardiac niches,MISC111,MISC111.tif,Heart,Healthy,,Homo sapiens,   ,Visium,,Creative Commons Attribution 4.0 International,https://www.nature.com/articles/s41586-023-06311-1#data-availability,https://www.heartcellatlas.org/,100,55,2037,Fresh Frozen,33538,,,0.45592705167173253,40x,32832,18432,interventricular septum,,HCAHeartST8795939,v1_1_0
Spatially resolved multiomics of human cardiac niches,MISC110,MISC110.tif,Heart,Healthy,,Homo sapiens,   ,Visium,,Creative Commons Attribution 4.0 International,https://www.nature.com/articles/s41586-023-06311-1#data-availability,https://www.heartcellatlas.org/,100,55,1225,Fresh Frozen,33538,,,0.45592652515421384,40x,32832,18432,heart right ventricle,,HCAHeartST8795940,v1_1_0
Spatially resolved multiomics of human cardiac niches,MISC109,MISC109.tif,Heart,Healthy,,Homo sapiens,   ,Visium,,Creative Commons Attribution 4.0 International,https://www.nature.com/articles/s41586-023-06311-1#data-availability,https://www.heartcellatlas.org/,100,55,1252,Fresh Frozen,33538,,,0.45558086560364464,40x,32832,18432,heart right ventricle,,HCAHeartST9341982,v1_1_0
Spatially resolved multiomics of human cardiac niches,MISC108,MISC108.tif,Heart,Healthy,,Homo sapiens,   ,Visium,,Creative Commons Attribution 4.0 International,https://www.nature.com/articles/s41586-023-06311-1#data-availability,https://www.heartcellatlas.org/,100,55,1249,Fresh Frozen,33538,,,0.4552350738246066,40x,32832,18432,left cardiac atrium,,HCAHeartST9341983,v1_1_0
Spatially resolved multiomics of human cardiac niches,MISC107,MISC107.tif,Heart,Healthy,,Homo sapiens,   ,Visium,,Creative Commons Attribution 4.0 International,https://www.nature.com/articles/s41586-023-06311-1#data-availability,https://www.heartcellatlas.org/,100,55,2152,Fresh Frozen,33538,,,0.4550622766186823,40x,32832,18432,apical region of left ventricle,,HCAHeartST9341984,v1_1_0
Spatially resolved multiomics of human cardiac niches,MISC106,MISC106.tif,Heart,Healthy,,Homo sapiens,   ,Visium,,Creative Commons Attribution 4.0 International,https://www.nature.com/articles/s41586-023-06311-1#data-availability,https://www.heartcellatlas.org/,100,55,2260,Fresh Frozen,33538,,,0.45558086560364464,40x,31960,18000,heart left ventricle,,HCAHeartST9383352,v1_1_0
Spatially resolved multiomics of human cardiac niches,MISC105,MISC105.tif,Heart,Healthy,,Homo sapiens,   ,Visium,,Creative Commons Attribution 4.0 International,https://www.nature.com/articles/s41586-023-06311-1#data-availability,https://www.heartcellatlas.org/,100,55,1035,Fresh Frozen,33538,,,0.456621005,40x,31960,18000,right cardiac atrium,,HCAHeartST9383353,v1_1_0
Spatially resolved multiomics of human cardiac niches,MISC104,MISC104.tif,Heart,Healthy,,Homo sapiens,   ,Visium,,Creative Commons Attribution 4.0 International,https://www.nature.com/articles/s41586-023-06311-1#data-availability,https://www.heartcellatlas.org/,100,55,2073,Fresh Frozen,33538,,,0.4552352048558422,40x,31960,18000,heart left ventricle,,HCAHeartST9383354,v1_1_0
Spatially resolved multiomics of human cardiac niches,MISC103,MISC103.tif,Heart,Healthy,,Homo sapiens,   ,Visium,,Creative Commons Attribution 4.0 International,https://www.nature.com/articles/s41586-023-06311-1#data-availability,https://www.heartcellatlas.org/,100,55,1735,Fresh Frozen,33538,,,0.45662070704546515,40x,32832,18432,right cardiac atrium,,HCAHeartST9383355,v1_1_0
Spatially resolved multiomics of human cardiac niches,MISC102,MISC102.tif,Heart,Healthy,,Homo sapiens,   ,Visium,,Creative Commons Attribution 4.0 International,https://www.nature.com/articles/s41586-023-06311-1#data-availability,https://www.heartcellatlas.org/,100,55,1166,Fresh Frozen,33538,,,0.45609915606208307,40x,32832,18432,heart left ventricle,,HCAHeartST9383356,v1_1_0
Spatially resolved multiomics of human cardiac niches,MISC101,MISC101.tif,Heart,Healthy,,Homo sapiens,   ,Visium,,Creative Commons Attribution 4.0 International,https://www.nature.com/articles/s41586-023-06311-1#data-availability,https://www.heartcellatlas.org/,100,55,1236,Fresh Frozen,33538,,,0.45609915606208307,40x,32832,18432,heart left ventricle,,HCAHeartST9383358,v1_1_0
COLON MAP: Colon Molecular Atlas Project,MISC73,MISC73.tif,Bowel,Cancer,COAD,Homo sapiens,   ,Visium,December 7 2023,CC BY-NC-ND 4.0,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file,100,55,3901,FFPE,19074,,1,0.2756828882537111,40x,40647,37511,Colon,Not otherwise specified,6723_KL_1,v1_1_0
COLON MAP: Colon Molecular Atlas Project,MISC72,MISC72.tif,Bowel,Cancer,COAD,Homo sapiens,   ,Visium,December 7 2023,CC BY-NC-ND 4.0,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file,100,55,4369,FFPE,19310,,1,0.2762765500663956,40x,35672,31259,Colon,Not otherwise specified,6723_KL_2,v1_1_0
COLON MAP: Colon Molecular Atlas Project,MISC71,MISC71.tif,Bowel,Cancer,COAD,Homo sapiens,   ,Visium,December 7 2023,CC BY-NC-ND 4.0,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file,100,55,2997,FFPE,19251,,1,0.2756513779747695,40x,43347,34811,Colon,Not otherwise specified,6723_KL_3,v1_1_0
COLON MAP: Colon Molecular Atlas Project,MISC70,MISC70.tif,Bowel,Cancer,COAD,Homo sapiens,   ,Visium,December 7 2023,CC BY-NC-ND 4.0,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file,100,55,3934,FFPE,19116,,1,0.27595338743148284,40x,31693,32000,Colon,Not otherwise specified,6723_KL_4,v1_1_0
COLON MAP: Colon Molecular Atlas Project,MISC69,MISC69.tif,Bowel,Cancer,COAD,Homo sapiens,   ,Visium,December 7 2023,CC BY-NC-ND 4.0,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file,100,55,3634,FFPE,19263,,1,0.27605433927599965,40x,29487,41562,Colon,Primary,7003_AS_1,v1_1_0
COLON MAP: Colon Molecular Atlas Project,MISC68,MISC68.tif,Bowel,Cancer,COAD,Homo sapiens,   ,Visium,December 7 2023,CC BY-NC-ND 4.0,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file,100,55,2708,FFPE,19359,,1,0.2762337961384461,40x,31421,38904,Colon,Not otherwise specified,7003_AS_2,v1_1_0
COLON MAP: Colon Molecular Atlas Project,MISC67,MISC67.tif,Bowel,Cancer,COAD,Homo sapiens,   ,Visium,December 7 2023,CC BY-NC-ND 4.0,https://www.cell.com/cell/fulltext/S0092-8674(21)01381-7?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867421013817%3Fshowall%3Dtrue,https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file,100,55,2551,FFPE,19384,,1,0.27577062305496336,40x,32871,30768,Colon,Primary,7003_AS_3,v1_1_0
COLON MAP: Colon Molecular Atlas Project,MISC66,MISC66.tif,Bowel,Cancer,COAD,Homo sapiens,   ,Visium,December 7 2023,CC BY-NC-ND 4.0,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file,100,55,3970,FFPE,19347,,1,0.27551776768386854,40x,39908,30539,Colon,Not otherwise specified,7003_AS_4,v1_1_0
COLON MAP: Colon Molecular Atlas Project,MISC65,MISC65.tif,Bowel,Cancer,COAD,Homo sapiens,   ,Visium,December 7 2023,CC BY-NC-ND 4.0,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file,100,55,3261,FFPE,19402,,1,0.275640476,40x,31370,30188,Colon,Primary,7003_AS_5,v1_1_0
COLON MAP: Colon Molecular Atlas Project,MISC64,MISC64.tif,Bowel,Cancer,COAD,Homo sapiens,   ,Visium,December 7 2023,CC BY-NC-ND 4.0,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file,100,55,2533,FFPE,19411,,1,0.275974843,40x,32805,30971,Colon,Not otherwise specified,7003_AS_6,v1_1_0
COLON MAP: Colon Molecular Atlas Project,MISC63,MISC63.tif,Bowel,Cancer,COAD,Homo sapiens,   ,Visium,December 7 2023,CC BY-NC-ND 4.0,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file,100,55,3467,FFPE,19346,,1,0.2758848828587285,40x,37827,34035,Colon,Primary,7003_AS_7,v1_1_0
COLON MAP: Colon Molecular Atlas Project,MISC62,MISC62.tif,Bowel,Cancer,COAD,Homo sapiens,   ,Visium,December 7 2023,CC BY-NC-ND 4.0,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file,100,55,4132,FFPE,19391,,1,0.2759107847950152,40x,35153,30645,Colon,Not otherwise specified,7003_AS_8,v1_1_0
COLON MAP: Colon Molecular Atlas Project,MISC61,MISC61.tif,Bowel,Tumor,,Homo sapiens,   ,Visium,December 7 2023,CC BY-NC-ND 4.0,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file,100,55,2047,FFPE,19343,,1,0.27650122605494526,40x,29654,33509,Colon,Premalignant,7319_AS_2,v1_1_0
